"","datum","x"
"808",2018-12-06,65
"809",2018-12-07,16
"810",2018-12-08,6
"811",2018-12-10,72
"812",2018-12-11,27
"813",2018-12-12,56
"814",2018-12-13,20
"815",2018-12-14,46
"816",2018-12-15,8
"817",2018-12-17,80
"818",2018-12-18,77
"819",2018-12-19,38
"820",2018-12-20,26
"821",2018-12-24,34
"822",2018-12-25,34
"823",2018-12-26,51
"824",2018-12-27,22
"825",2018-12-28,38
"826",2018-12-31,2
